noise_pct,baseline_c4_loss,ranking,baseline_final_c4_loss,baseline_delta_vs_baseline,c4ppt_final_c4_loss,c4ppt_delta_vs_baseline,rnn1000_final_c4_loss,rnn1000_delta_vs_baseline,shuffdyck_final_c4_loss,shuffdyck_delta_vs_baseline
0,3.309213161468506,rnn1000 > shuffdyck > c4ppt > baseline,3.309213161468506,0.0,3.2695441246032715,0.039669036865234375,3.199704170227051,0.10950899124145508,3.2256228923797607,0.08359026908874512
15,3.380305290222168,rnn1000 > shuffdyck > baseline > c4ppt,3.380305290222168,0.0,3.483577251434326,-0.1032719612121582,3.2562005519866943,0.12410473823547363,3.288055181503296,0.09225010871887207
